,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text,n_lat,n_lon,UniqueID,o_lat,o_lon,distance
144,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,21,"(35.8605018903, -84.0534720592)",UNHBEH,LPA,4740000,47093005710.0,Physical Inactivity,35.104084137600005,-85.2901543882,4714000-47065010700,35.104084137600005,-85.2901543882,0.0
145,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.8,27.1,32.5,,,"4,160","(36.0199847745, -83.940415456)",UNHBEH,LPA,4740000,47093004100.0,Physical Inactivity,35.0033611319,-85.3148223962,4714000-47065001900,35.0033611319,-85.3148223962,0.0
146,2017,TN,Tennessee,Clarksville,City,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,30.9,30.5,31.4,,,"132,929","(36.569683159, -87.3432371614)",UNHBEH,LPA,4715160,,Physical Inactivity,35.9541120412,-83.9603611106,4740000-47093002600,35.9541120412,-83.9603611106,0.0
147,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.9,29.7,36.2,,,"3,413","(35.9559510505, -83.9034905722)",UNHBEH,LPA,4740000,47093000800.0,Physical Inactivity,35.149607985,-85.1904084131,4714000-47065010413,35.149607985,-85.1904084131,0.0
148,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,28.4,32.5,,,"2,310","(36.5817563954, -87.4007931071)",UNHBEH,LPA,4715160,47125101307.0,Physical Inactivity,36.6292841554,-87.29595770809999,4715160-47125102006,36.6292841554,-87.29595770809999,0.0
149,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,20.3,26.3,,,"2,015","(36.0531833767, -83.9156905519)",UNHBEH,LPA,4740000,47093005100.0,Physical Inactivity,35.0372738665,-85.2049190848,4714000-47065980100,35.0372738665,-85.2049190848,0.0
150,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,21.9,27.1,,,"1,295","(35.9608582995, -84.0545838705)",UNHBEH,LPA,4740000,47093004613.0,Physical Inactivity,36.6111225712,-87.38706582440001,4715160-47125101305,36.6111225712,-87.38706582440001,0.0
151,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.9,42.0,45.9,,,"3,172","(35.9860901083, -83.8843756032)",UNHBEH,LPA,4740000,47093002000.0,Physical Inactivity,34.9942652564,-85.2827479107,4714000-47065002400,34.9942652564,-85.2827479107,0.0
152,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,23.0,29.1,,,175,"(36.0152781921, -83.7973137996)",UNHBEH,LPA,4740000,47093005301.0,Physical Inactivity,36.0009543392,-83.7252173353,4740000-47093005302,36.0009543392,-83.7252173353,0.0
153,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.3,26.5,32.2,,,"2,615","(36.5171933756, -87.2924598827)",UNHBEH,LPA,4715160,47125100602.0,Physical Inactivity,36.5781178441,-87.4223987924,4715160-47125101201,36.5781178441,-87.4223987924,0.0
154,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.9,26.3,31.4,,,"3,194","(35.0186976032, -85.1689250956)",UNHBEH,LPA,4714000,47065011446.0,Physical Inactivity,36.5276490178,-87.3043742591,4715160-47125100601,36.5276490178,-87.3043742591,0.0
155,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.0,38.9,43.0,,,"2,734","(35.0224129078, -85.2841287766)",UNHBEH,LPA,4714000,47065002600.0,Physical Inactivity,35.985410708,-83.9903413593,4740000-47093003901,35.985410708,-83.9903413593,0.0
156,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.4,29.1,35.5,,,"3,419","(35.9914093389, -83.9357455184)",UNHBEH,LPA,4740000,47093001500.0,Physical Inactivity,35.0662472165,-85.2466771892,4714000,35.0662472165,-85.2466771892,0.0
157,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.4,29.1,35.5,,,"3,419","(35.9914093389, -83.9357455184)",UNHBEH,LPA,4740000,47093001500.0,Physical Inactivity,35.0662472165,-85.2466771892,4714000,35.0662472165,-85.2466771892,0.0
158,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.4,29.3,33.6,,,"2,863","(36.5890529004, -87.4260932613)",UNHBEH,LPA,4715160,47125101202.0,Physical Inactivity,35.9209054107,-84.1136057522,4740000-47093004611,35.9209054107,-84.1136057522,0.0
159,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,23.2,29.7,,,81,"(36.020900967, -84.0087186256)",UNHBEH,LPA,4740000,47093006104.0,Physical Inactivity,36.039898446799995,-83.9960946317,4740000-47093006207,36.039898446799995,-83.9960946317,0.0
160,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,22.8,28.2,,,"2,637","(35.0956877255, -85.2814053558)",UNHBEH,LPA,4714000,47065010502.0,Physical Inactivity,36.596289165900004,-87.3388073208,4715160-47125102002,36.596289165900004,-87.3388073208,0.0
161,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,17.6,23.4,,,"3,810","(35.0752815785, -85.2903203719)",UNHBEH,LPA,4714000,47065000700.0,Physical Inactivity,35.9753214744,-83.8703865503,4740000-47093002100,35.9753214744,-83.8703865503,0.0
162,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.1,34.1,39.7,,,"2,496","(35.9673666664, -83.9661962427)",UNHBEH,LPA,4740000,47093002700.0,Physical Inactivity,35.0410360489,-85.1376242788,4714000-47065011323,35.0410360489,-85.1376242788,0.0
163,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.8,33.3,38.1,,,"1,670","(36.5141191582, -87.3622490196)",UNHBEH,LPA,4715160,47125100200.0,Physical Inactivity,35.9693212771,-83.9422984358,4740000-47093007000,35.9693212771,-83.9422984358,0.0
164,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,41,"(35.940130982, -83.8485531438)",UNHBEH,LPA,4740000,47093005501.0,Physical Inactivity,36.5141191582,-87.36224901959999,4715160-47125100200,36.5141191582,-87.36224901959999,0.0
165,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.4,30.1,36.8,,,"2,889","(36.0057937718, -83.920062923)",UNHBEH,LPA,4740000,47093001600.0,Physical Inactivity,35.91287871,-83.8629611522,4740000-47093005603,35.91287871,-83.8629611522,0.0
166,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,27.8,33.9,,,"1,211","(35.0289094285, -85.3121862378)",UNHBEH,LPA,4714000,47065002000.0,Physical Inactivity,35.9235877606,-83.95155386319999,4740000-47093003500,35.9235877606,-83.95155386319999,0.0
167,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,24.3,29.2,,,"5,062","(36.6012940796, -87.3044181053)",UNHBEH,LPA,4715160,47125102005.0,Physical Inactivity,36.0152781921,-83.7973137996,4740000-47093005301,36.0152781921,-83.7973137996,0.0
168,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.4,23.0,34.4,,,"6,649","(35.9600796074, -83.936075302)",UNHBEH,LPA,4740000,47093006900.0,Physical Inactivity,36.5171933756,-87.2924598827,4715160-47125100602,36.5171933756,-87.2924598827,0.0
169,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,23.0,28.6,,,"2,436","(35.0410360489, -85.1376242788)",UNHBEH,LPA,4714000,47065011323.0,Physical Inactivity,35.0752815785,-85.2903203719,4714000-47065000700,35.0752815785,-85.2903203719,0.0
170,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,23.1,29.6,,,"2,948","(35.9421750076, -83.9895812838)",UNHBEH,LPA,4740000,47093003700.0,Physical Inactivity,35.992417552199996,-83.912608698,4740000-47093001700,35.992417552199996,-83.912608698,0.0
171,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.6,37.1,42.0,,,"2,064","(35.0274450654, -85.2672960804)",UNHBEH,LPA,4714000,47065001300.0,Physical Inactivity,35.9707281546,-84.0409046931,4740000-47093004607,35.9707281546,-84.0409046931,0.0
172,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.4,36.1,40.8,,,"4,609","(35.0755198766, -85.253940506)",UNHBEH,LPA,4714000,47065012300.0,Physical Inactivity,35.903778050300005,-84.14069107270001,4740000-47093005803,35.903778050300005,-84.14069107270001,0.0
173,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.8,29.6,33.7,,,"2,730","(36.0172603136, -83.8767998865)",UNHBEH,LPA,4740000,47093003100.0,Physical Inactivity,36.5401937949,-87.31254542239999,4715160-47125101902,36.5401937949,-87.31254542239999,0.0
174,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,18.3,23.8,,,"3,003","(35.0642206061, -85.2986882165)",UNHBEH,LPA,4714000,47065000600.0,Physical Inactivity,35.025412585,-85.2427255061,4714000-47065002900,35.025412585,-85.2427255061,0.0
175,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.8,30.5,35.0,,,"7,499","(36.5613141498, -87.4235251912)",UNHBEH,LPA,4715160,47125101102.0,Physical Inactivity,35.0949695099,-85.2164930176,4714000-47065011411,35.0949695099,-85.2164930176,0.0
176,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,20.8,26.2,,,"2,907","(36.5138929807, -87.2441267793)",UNHBEH,LPA,4715160,47125101803.0,Physical Inactivity,36.4963440648,-87.2753966115,4715160-47125101802,36.4963440648,-87.2753966115,0.0
177,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,28.3,33.3,,,626,"(35.1008608909, -85.342658548)",UNHBEH,LPA,4714000,47065010902.0,Physical Inactivity,35.9781551338,-83.9467368274,4740000-47093001400,35.9781551338,-83.9467368274,0.0
178,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.0,21.1,26.9,,,"4,007","(35.9194229123, -84.0447729896)",UNHBEH,LPA,4740000,47093004403.0,Physical Inactivity,35.925980537,-84.0154100534,4740000-47093004404,35.925980537,-84.0154100534,0.0
179,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.4,17.0,22.3,,,877,"(35.9183469395, -84.0742707034)",UNHBEH,LPA,4740000,47093005704.0,Physical Inactivity,35.0413521415,-85.1811181849,4714000-47065011445,35.0413521415,-85.1811181849,0.0
180,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.6,29.6,35.6,,,"6,089","(35.0311053907, -85.2233450938)",UNHBEH,LPA,4714000,47065003300.0,Physical Inactivity,36.569683159,-87.3432371614,4715160,36.569683159,-87.3432371614,0.0
181,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.6,29.6,35.6,,,"6,089","(35.0311053907, -85.2233450938)",UNHBEH,LPA,4714000,47065003300.0,Physical Inactivity,36.569683159,-87.3432371614,4715160,36.569683159,-87.3432371614,0.0
182,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.3,34.5,38.1,,,"2,910","(36.5489014692, -87.3726570485)",UNHBEH,LPA,4715160,47125100900.0,Physical Inactivity,36.0531833767,-83.9156905519,4740000-47093005100,36.0531833767,-83.9156905519,0.0
183,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,24.9,30.2,,,"3,215","(35.9869092387, -84.0157259847)",UNHBEH,LPA,4740000,47093004700.0,Physical Inactivity,35.0274450654,-85.2672960804,4714000-47065001300,35.0274450654,-85.2672960804,0.0
184,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,23.6,28.7,,,"2,786","(35.9722178699, -84.0253554841)",UNHBEH,LPA,4740000,47093004608.0,Physical Inactivity,36.0191641567,-83.9016419717,4740000-47093003000,36.0191641567,-83.9016419717,0.0
185,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.8,25.7,31.9,,,"3,252","(35.9384548313, -83.8957664752)",UNHBEH,LPA,4740000,47093002300.0,Physical Inactivity,35.86139382,-84.0801585598,4740000-47093005709,35.86139382,-84.0801585598,0.0
186,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.9,41.0,46.4,,,"1,681","(35.0793525972, -90.0273275459)",UNHBEH,LPA,4748000,47157007822.0,Physical Inactivity,35.848439310500005,-86.3622606243,4751560-47149041500,35.848439310500005,-86.3622606243,0.0
187,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.7,37.6,43.3,,,"2,845","(35.0427235455, -89.8760678502)",UNHBEH,LPA,4748000,47157021731.0,Physical Inactivity,35.2487179321,-89.9827911927,4748000-47157010300,35.2487179321,-89.9827911927,0.0
188,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.2,21.8,40.0,,,126,"(35.1172289001, -89.7727405564)",UNHBEH,LPA,4748000,47157021139.0,Physical Inactivity,35.0579883428,-89.9272044875,4748000-47157010620,35.0579883428,-89.9272044875,0.0
189,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.8,43.2,46.3,,,"4,078","(35.1874351157, -89.9304592377)",UNHBEH,LPA,4748000,47157008900.0,Physical Inactivity,36.0532072157,-86.6572040786,4752006-47037015628,36.0532072157,-86.6572040786,0.0
190,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.8,26.3,31.4,,,"2,936","(36.1514089398, -86.8836263472)",UNHBEH,LPA,4752006,47037013201.0,Physical Inactivity,35.116768553600004,-90.0649034322,4748000-47157011700,35.116768553600004,-90.0649034322,0.0
191,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,25.6,30.6,,,"1,651","(35.2261085894, -89.8883965952)",UNHBEH,LPA,4748000,47157020644.0,Physical Inactivity,36.1911511856,-86.8085327041,4752006-47037013700,36.1911511856,-86.8085327041,0.0
192,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.4,37.0,43.5,,,"4,615","(35.0369823853, -90.1163042443)",UNHBEH,LPA,4748000,47157022210.0,Physical Inactivity,36.0609096698,-86.86969281389999,4752006-47037018601,36.0609096698,-86.86969281389999,0.0
193,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.5,42.1,48.4,,,"2,538","(35.1041339015, -89.9766825927)",UNHBEH,LPA,4748000,47157006800.0,Physical Inactivity,36.202137639499995,-86.7609246036,4752006-47037011300,36.202137639499995,-86.7609246036,0.0
194,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.6,32.0,35.3,,,"2,877","(35.150699683, -90.0159941929)",UNHBEH,LPA,4748000,47157002500.0,Physical Inactivity,35.8293771187,-86.4333958177,4751560-47149040904,35.8293771187,-86.4333958177,0.0
195,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.7,29.4,36.1,,,"2,364","(35.0167942091, -89.8399559878)",UNHBEH,LPA,4748000,47157021754.0,Physical Inactivity,35.1599351261,-90.0445192822,4748000-47157002100,35.1599351261,-90.0445192822,0.0
196,2017,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,25.4,31.2,,,"6,514","(35.8660767953, -86.3721208431)",UNHBEH,LPA,4751560,47149041402.0,Physical Inactivity,36.123132050500004,-86.7142265091,4752006-47037015802,36.123132050500004,-86.7142265091,0.0
197,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,27.6,33.0,,,"4,164","(35.1761991829, -89.8851112203)",UNHBEH,LPA,4748000,47157020610.0,Physical Inactivity,35.0787982832,-89.85943790280001,4748000-47157021331,35.0787982832,-89.85943790280001,0.0
198,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.2,28.9,33.3,,,"7,033","(36.0696879457, -86.6150485034)",UNHBEH,LPA,4752006,47037015620.0,Physical Inactivity,35.026339823899995,-89.8411279875,4748000-47157021747,35.026339823899995,-89.8411279875,0.0
199,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.1,39.0,43.1,,,"5,588","(36.2681195238, -86.6959751266)",UNHBEH,LPA,4752006,47037010402.0,Physical Inactivity,35.141618554699996,-90.0282660493,4748000-47157003800,35.141618554699996,-90.0282660493,0.0
200,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,18.2,24.1,,,"4,326","(36.0960612808, -86.8261504838)",UNHBEH,LPA,4752006,47037017902.0,Physical Inactivity,36.152385659299995,-86.6522822722,4752006-47037015502,36.152385659299995,-86.6522822722,0.0
201,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,3,"(35.1022798842, -90.1320363588)",UNHBEH,LPA,4748000,47157980200.0,Physical Inactivity,36.228725590399996,-86.63394939959998,4752006-47037010502,36.228725590399996,-86.63394939959998,0.0
202,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.6,30.2,35.1,,,"5,502","(36.0513249553, -86.724258158)",UNHBEH,LPA,4752006,47037019105.0,Physical Inactivity,35.1043221535,-89.9974863664,4748000-47157006500,35.1043221535,-89.9974863664,0.0
203,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,22.6,26.8,,,"5,992","(36.0873432616, -86.932612223)",UNHBEH,LPA,4752006,47037018401.0,Physical Inactivity,36.1576629645,-86.8057331508,4752006-47037014400,36.1576629645,-86.8057331508,0.0
204,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.0,24.7,28.9,,,"2,405","(35.1204593496, -89.9976472225)",UNHBEH,LPA,4748000,47157006300.0,Physical Inactivity,36.143961355900004,-86.8662660609,4752006-47037018101,36.143961355900004,-86.8662660609,0.0
205,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.1,37.1,43.1,,,"4,810","(36.2493399768, -86.7638027805)",UNHBEH,LPA,4752006,47037010903.0,Physical Inactivity,35.1659834095,-89.80191867040001,4748000-47157021126,35.1659834095,-89.80191867040001,0.0
206,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.2,37.1,43.3,,,"3,206","(35.0685599814, -89.8807294003)",UNHBEH,LPA,4748000,47157010720.0,Physical Inactivity,35.2143816732,-89.8887650384,4748000-47157020651,35.2143816732,-89.8887650384,0.0
207,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.2,41.4,46.9,,,"1,060","(35.1781294208, -90.0296002982)",UNHBEH,LPA,4748000,47157000300.0,Physical Inactivity,35.0281454156,-90.0838624162,4748000-47157022330,35.0281454156,-90.0838624162,0.0
208,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,21.5,25.9,,,"3,948","(36.0192103596, -86.6464353266)",UNHBEH,LPA,4752006,47037019117.0,Physical Inactivity,35.1114619658,-90.03871825719999,4748000-47157005900,35.1114619658,-90.03871825719999,0.0
209,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.8,27.1,32.7,,,"2,189","(36.1431909387, -86.7899130999)",UNHBEH,LPA,4752006,47037016300.0,Physical Inactivity,35.092778692399996,-90.0318124084,4748000-47157007500,35.092778692399996,-90.0318124084,0.0
210,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.2,30.1,36.3,,,"2,312","(35.05477243, -89.8349820514)",UNHBEH,LPA,4748000,47157021724.0,Physical Inactivity,35.0660690423,-90.0748840956,4748000-47157022220,35.0660690423,-90.0748840956,0.0
211,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.5,37.8,45.1,,,"1,850","(35.1523622551, -90.0417378425)",UNHBEH,LPA,4748000,47157011300.0,Physical Inactivity,35.8365459689,-86.3781831345,4751560-47149041900,35.8365459689,-86.3781831345,0.0
212,2017,TN,Tennessee,Memphis,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.5,44.8,51.5,,,"1,892","(35.1731522309, -89.9566873032)",UNHBEH,LPA,4748000,47157011100.0,Physical Inactivity,36.0995287373,-86.7996847381,4752006-47037017702,36.0995287373,-86.7996847381,0.0
213,2017,TN,Tennessee,Nashville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.7,30.8,36.6,,,"2,951","(36.1012139547, -86.7435789922)",UNHBEH,LPA,4752006,47037017500.0,Physical Inactivity,36.0133154771,-86.7176062426,4752006-47037019115,36.0133154771,-86.7176062426,0.0
214,2017,TN,Tennessee,Murfreesboro,City,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,25.6,26.9,,,"108,755","(35.850778195, -86.408628238)",UNHBEH,LPA,4751560,,Physical Inactivity,35.2161816308,-90.0391139667,4748000-47157009901,35.2161816308,-90.0391139667,0.0
